Overall Qual,Overall Cond,House Age,Restore Age,Full Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Transformed Lot Frontage,Transformed Mas Vnr Area,Transformed BsmtFin SF 1,Transformed Bsmt Unf SF,Transformed Total Bsmt SF,Transformed Garage Area,Transformed Lot Area,Transformed 1st Flr SF,Transformed 2nd Flr SF,Transformed Gr Liv Area,Transformed Open Porch SF,MS SubClass_60,Mas Vnr Type_None,Foundation_CBlock,Foundation_PConc,Garage Type_Attchd,Garage Type_Detchd,Exter Qual_encoded,Bsmt Qual_encoded,Heating QC_encoded,Kitchen Qual_encoded,Fireplace Qu_encoded,Bsmt Exposure_encoded,BsmtFin Type 1_encoded,Garage Finish_encoded,Garage Age
7,5,22,22,2,8,0,2,4.19,5.53,6.31,5.81,6.79,6.3,9.01,6.79,6.79,7.48,4.16,1,0,0,1,1,0,4,4,5,4,0,1,6,2,22
7,5,22,22,2,9,1,2,3.74,0.0,0.0,7.03,7.03,6.39,9.3,7.03,7.09,7.75,4.06,1,1,0,1,0,0,4,4,5,4,4,1,1,2,22
7,5,22,22,2,6,0,2,4.29,0.0,0.0,6.68,6.68,6.39,8.89,6.68,6.74,7.4,3.83,1,1,0,1,1,0,4,4,5,4,0,1,1,2,22
8,5,26,25,2,7,1,2,4.57,5.26,0.0,6.75,6.75,6.33,9.37,6.79,6.78,7.48,3.4,1,0,0,1,1,0,4,4,5,4,3,3,1,1,26
7,5,31,30,2,8,1,2,4.26,0.0,6.47,5.61,6.82,6.2,9.08,6.84,6.88,7.55,4.9,1,1,0,1,1,0,4,4,5,4,3,1,6,1,31
6,5,22,22,1,3,0,2,3.64,5.14,6.53,5.09,6.74,6.04,8.4,6.74,0.0,6.74,0.0,0,0,0,1,1,0,4,4,5,4,0,3,6,3,22
6,5,21,21,1,3,0,2,3.64,5.33,6.5,5.23,6.74,6.04,8.4,6.74,0.0,6.74,0.0,0,0,0,1,1,0,4,4,5,4,0,2,6,2,21
6,5,28,27,2,7,1,2,4.33,5.38,6.9,6.18,7.3,6.23,9.48,7.31,0.0,7.31,3.69,0,0,0,1,1,0,3,4,5,4,3,4,6,3,28
6,5,28,27,2,8,0,3,4.43,0.0,7.37,4.43,7.52,6.58,9.22,7.52,0.0,7.52,4.22,0,1,0,1,1,0,3,4,5,3,0,4,6,1,27
7,5,23,22,2,7,0,2,4.26,4.74,6.7,6.59,7.34,6.28,9.12,7.34,0.0,7.34,4.32,0,0,0,1,1,0,4,4,5,4,0,3,6,2,23
7,5,22,22,2,8,0,2,4.19,5.28,6.56,5.02,6.75,6.31,9.04,6.75,6.75,7.44,4.13,1,0,0,1,1,0,4,4,5,4,0,1,6,2,22
7,5,21,21,2,6,0,2,4.33,3.93,3.22,7.26,7.28,6.15,9.19,7.28,0.0,7.28,3.58,0,0,0,1,1,0,4,4,5,4,0,2,6,1,21
7,5,21,21,2,8,0,2,4.19,5.59,6.85,6.2,7.27,6.18,9.04,7.27,0.0,7.27,4.6,0,0,0,1,1,0,4,4,5,4,0,2,6,1,21
7,5,21,21,2,6,0,2,4.17,0.0,6.2,5.64,6.65,6.26,9.03,6.65,6.7,7.37,3.83,1,1,0,1,1,0,4,4,5,4,0,1,6,2,21
8,5,18,18,2,7,0,2,4.45,0.0,0.0,7.12,7.12,6.18,9.31,7.12,0.0,7.12,3.43,0,1,0,1,1,0,4,5,5,4,0,3,1,2,18
7,6,18,18,2,6,0,3,4.45,5.36,4.04,7.32,7.36,6.7,9.31,7.36,0.0,7.36,3.22,0,0,0,1,1,0,4,4,5,4,0,1,6,2,18
7,5,18,18,2,6,0,2,4.32,0.0,3.22,7.19,7.21,6.42,9.17,7.22,0.0,7.22,3.93,0,1,0,1,1,0,4,4,5,4,0,3,6,2,18
7,5,20,20,2,7,1,2,4.16,0.0,6.48,4.39,6.59,6.02,9.01,6.59,6.59,7.28,2.94,1,1,0,1,1,0,4,4,5,4,4,3,6,3,20
6,5,21,21,1,3,1,2,3.64,5.0,6.55,5.02,6.74,6.04,8.4,6.74,0.0,6.74,0.0,0,0,0,1,1,0,4,4,5,4,3,3,6,2,21
6,5,21,21,1,3,1,2,3.64,5.0,6.55,5.02,6.74,6.04,8.4,6.74,0.0,6.74,0.0,0,0,0,1,1,0,4,4,5,4,3,4,6,2,21
6,5,21,21,1,3,1,2,3.64,5.33,6.5,5.23,6.74,6.04,8.4,6.74,0.0,6.74,0.0,0,0,0,1,1,0,4,4,5,4,4,3,6,2,21
6,5,21,21,1,4,1,2,3.64,5.14,6.5,5.23,6.74,6.04,8.4,6.74,0.0,6.74,0.0,0,0,0,1,1,0,4,4,5,4,4,4,6,3,21
5,7,115,75,1,4,0,0,4.22,0.0,0.0,6.68,6.68,0.0,9.08,6.68,0.0,6.68,0.0,0,1,1,0,0,0,3,2,4,3,0,1,1,0,0
5,7,125,22,2,9,0,0,4.22,0.0,6.99,5.24,7.15,0.0,9.08,7.15,6.83,7.7,4.26,0,1,1,0,0,0,3,3,4,3,0,1,5,0,0
5,5,59,59,1,6,0,1,4.33,0.0,6.41,6.18,7.0,5.58,9.19,7.0,0.0,7.0,0.0,0,1,1,0,1,0,3,3,3,3,0,1,3,1,59
5,6,60,60,1,6,0,1,4.33,0.0,6.72,4.92,7.14,5.62,9.2,7.14,0.0,7.14,4.23,0,1,1,0,1,0,4,3,4,3,0,1,4,3,60
5,5,49,49,1,6,0,2,4.17,5.41,6.12,0.0,6.12,6.22,9.4,6.94,0.0,6.94,0.0,0,0,1,0,0,0,3,4,5,3,0,4,5,2,49
6,6,49,49,1,6,1,2,4.19,4.44,6.94,4.55,7.03,6.18,8.78,7.03,0.0,7.03,0.0,0,0,1,0,0,1,3,3,3,3,1,1,4,1,34
5,6,85,56,1,6,1,0,4.16,0.0,5.67,6.56,6.9,0.0,9.54,6.9,0.0,6.9,0.0,0,1,1,0,0,0,3,3,5,3,4,1,4,0,0
4,5,53,53,2,6,0,2,4.51,0.0,6.83,3.66,7.04,6.38,9.21,7.07,0.0,7.07,0.0,0,1,1,0,0,1,3,4,3,3,0,3,4,2,51
7,5,22,21,2,7,1,2,4.11,4.53,0.0,6.62,6.62,5.99,8.84,6.63,6.8,7.41,4.86,1,0,0,1,0,0,4,4,5,4,4,1,1,3,22
6,6,48,48,1,6,1,2,3.66,0.0,5.91,6.3,6.94,6.3,9.17,7.02,0.0,7.02,0.0,0,1,1,0,1,0,3,3,3,3,2,3,5,2,48
6,7,49,24,1,6,1,2,4.29,0.0,5.67,5.98,6.53,6.09,8.88,6.53,6.57,7.24,0.0,1,1,1,0,1,0,3,3,3,3,3,3,5,3,49
4,5,20,20,1,5,0,2,4.11,0.0,6.93,4.69,7.03,6.11,8.86,7.03,0.0,7.03,4.17,0,1,0,1,1,0,3,4,5,4,0,1,6,3,20
5,7,66,29,3,11,2,2,4.82,0.0,0.0,0.0,0.0,6.44,10.76,8.25,0.0,8.25,5.92,0,1,0,0,1,0,3,0,3,5,4,0,0,1,66
10,5,17,17,2,12,3,2,5.75,6.68,8.64,6.15,8.72,7.26,11.06,8.45,6.86,8.64,5.68,1,0,0,1,1,0,5,5,5,5,4,4,6,3,17
6,5,20,20,1,5,0,2,3.58,4.39,6.13,4.49,6.31,6.27,8.21,6.98,0.0,6.98,3.37,0,0,0,1,0,0,3,4,5,3,0,4,6,2,20
4,5,70,70,2,6,0,0,4.19,0.0,0.0,0.0,0.0,0.0,8.71,7.05,0.0,7.05,0.0,0,1,0,1,0,0,3,0,3,2,0,0,0,0,0
4,5,70,70,2,6,0,0,4.19,0.0,0.0,0.0,0.0,0.0,8.7,7.05,0.0,7.05,0.0,0,1,0,1,0,0,3,0,3,3,0,0,0,0,0
4,4,70,70,2,8,0,0,4.53,5.6,4.9,7.18,7.27,0.0,9.4,7.27,0.0,7.27,0.0,0,0,1,0,0,0,3,3,3,2,0,1,5,0,0
4,5,70,70,2,6,0,0,4.32,4.08,0.0,0.0,0.0,0.0,8.83,7.05,0.0,7.05,0.0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0
4,5,70,70,1,4,0,0,4.04,0.0,6.67,0.0,6.67,0.0,8.84,6.67,0.0,6.67,0.0,0,1,1,0,0,0,3,3,3,3,0,3,5,0,0
5,7,87,18,1,5,0,0,4.11,0.0,0.0,6.37,6.37,0.0,9.41,6.37,6.15,6.96,0.0,0,1,0,1,0,0,3,3,4,5,0,1,1,0,0
5,8,78,32,1,8,0,0,4.06,0.0,0.0,0.0,0.0,0.0,8.99,6.84,5.34,7.04,0.0,0,1,0,0,0,0,3,0,4,3,0,0,0,0,0
4,5,72,72,1,5,0,1,4.23,4.75,6.64,4.98,6.82,5.66,9.16,6.84,0.0,6.84,0.0,0,0,1,0,1,0,3,4,3,3,0,1,3,2,72
5,6,79,30,1,6,0,1,4.26,0.0,5.87,6.03,6.65,5.48,9.37,6.65,6.07,7.09,0.0,0,1,1,0,0,1,3,3,5,3,0,1,4,1,79
4,6,71,53,2,7,0,1,4.11,0.0,0.0,6.85,6.85,6.31,9.01,6.91,6.16,7.29,0.0,0,1,0,1,0,1,3,3,5,3,0,1,1,1,67
5,7,70,70,1,8,0,1,4.09,0.0,0.0,6.71,6.71,5.71,9.71,6.77,6.26,7.24,0.0,0,1,0,1,1,0,3,3,3,3,0,1,1,1,70
4,6,71,71,1,6,0,1,4.14,0.0,0.0,6.03,6.03,5.75,8.95,7.09,0.0,7.09,0.0,0,1,1,0,0,0,3,5,4,3,0,3,1,1,71
4,7,102,17,1,6,0,1,4.22,0.0,5.42,6.59,6.86,5.33,8.55,6.86,5.84,7.16,0.0,0,1,0,1,0,1,3,3,3,4,0,1,5,1,102
5,6,100,75,1,5,0,0,4.22,0.0,6.15,5.98,6.76,0.0,8.63,6.76,0.0,6.76,0.0,0,1,1,0,0,0,3,3,3,3,0,1,3,0,0
3,3,111,75,1,5,0,0,3.83,0.0,3.74,6.71,6.76,0.0,9.02,6.76,0.0,6.76,0.0,0,1,0,0,0,0,3,3,3,3,0,1,4,0,0
5,6,113,25,2,9,0,0,4.03,0.0,5.35,6.35,6.66,0.0,8.65,6.84,6.66,7.45,5.22,0,1,0,1,0,0,3,3,5,2,0,1,3,0,0
6,8,100,75,2,7,0,1,4.07,0.0,5.06,6.25,6.51,5.99,9.41,6.7,6.51,7.3,0.0,0,1,0,0,0,1,3,3,3,2,0,1,4,1,91
5,8,86,28,2,8,1,1,4.11,0.0,5.94,5.84,6.58,5.48,9.04,6.96,6.58,7.69,3.22,0,1,0,1,0,1,3,3,5,4,4,1,2,1,86
6,5,100,75,2,7,1,2,4.11,0.0,6.05,6.63,7.07,6.36,9.04,7.24,5.72,7.44,0.0,0,1,0,1,0,1,3,3,2,3,4,1,3,1,100
7,8,104,75,2,7,1,1,4.11,5.16,0.0,7.11,7.11,5.75,8.89,7.26,0.0,7.26,0.0,0,0,0,0,1,0,3,3,5,3,4,1,1,1,104
5,6,114,75,1,7,0,0,4.03,0.0,0.0,6.85,6.85,0.0,9.05,6.93,6.85,7.58,5.26,0,1,0,1,0,0,3,3,3,3,0,3,1,0,0
5,6,104,27,3,8,0,2,3.95,0.0,0.0,6.42,6.42,6.43,9.19,6.9,7.39,7.86,0.0,0,1,0,0,0,0,3,3,5,3,0,1,1,2,27
6,7,95,75,2,10,2,2,4.17,0.0,5.64,0.0,6.87,6.18,8.96,6.87,6.87,7.56,0.0,0,1,0,0,0,1,3,3,5,3,4,1,5,1,95
6,6,99,75,1,6,1,1,4.2,0.0,5.94,5.58,6.47,5.91,9.1,6.51,6.47,7.18,0.0,0,1,0,0,0,1,3,3,5,3,4,1,4,1,24
6,7,103,31,2,11,1,2,4.38,0.0,0.0,6.38,6.38,6.51,9.35,7.26,6.62,7.85,0.0,0,1,0,0,0,1,3,5,2,3,4,1,1,3,32
6,7,110,49,2,8,0,1,4.16,0.0,0.0,6.73,6.73,5.73,9.65,6.73,6.73,7.43,0.0,0,1,0,0,1,0,3,4,5,3,0,1,1,1,65
6,6,111,30,1,6,0,2,4.16,0.0,0.0,6.52,6.52,5.99,9.65,6.52,6.38,7.14,0.0,0,1,0,0,0,1,3,4,5,3,0,1,1,1,31
6,5,95,75,1,4,0,1,3.97,0.0,5.95,5.95,6.65,5.08,8.75,6.67,0.0,6.67,4.96,0,1,0,0,0,1,3,4,3,3,0,2,3,1,100
8,9,100,28,2,7,1,1,4.01,0.0,6.01,5.97,6.68,5.2,8.94,6.68,6.57,7.32,2.83,0,1,0,1,0,1,4,2,5,4,4,1,5,1,100
6,5,89,75,1,6,0,1,3.95,0.0,0.0,6.97,6.97,5.48,9.26,7.06,0.0,7.4,0.0,0,1,0,0,0,1,3,3,5,3,0,1,1,1,89
6,3,102,75,1,7,1,2,4.11,0.0,0.0,6.67,6.67,6.4,9.17,6.71,6.67,7.38,5.38,0,1,0,0,1,0,3,3,3,3,4,1,1,1,45
7,6,94,25,1,6,1,1,4.11,0.0,0.0,6.66,6.66,5.6,8.88,6.75,6.48,7.32,0.0,0,1,0,0,1,0,3,4,3,3,4,1,1,2,94
6,7,91,30,1,6,1,1,4.32,0.0,5.79,5.97,6.57,5.48,9.39,6.75,6.7,7.42,0.0,0,1,1,0,0,1,3,3,2,3,4,1,2,1,86
5,6,88,30,2,7,1,1,4.29,0.0,6.41,5.82,6.85,5.48,9.37,7.14,6.51,7.57,3.71,0,1,1,0,0,1,3,3,5,4,4,1,4,1,88
5,4,87,75,1,6,0,1,4.29,0.0,0.0,6.79,6.79,5.42,9.13,6.84,6.09,7.23,0.0,0,1,0,0,0,1,3,3,3,3,0,1,1,1,87
6,5,74,74,1,5,1,1,4.38,4.49,6.22,6.38,7.0,5.84,8.96,7.0,0.0,7.0,4.66,0,0,0,1,1,0,3,3,2,3,3,1,3,3,74
8,6,90,75,1,9,2,2,4.62,3.71,5.35,5.99,6.41,6.67,9.18,6.89,6.79,7.54,0.0,0,0,0,1,0,1,3,3,3,3,4,1,2,3,90
8,9,90,28,3,11,2,3,4.29,6.45,5.26,6.29,6.59,6.92,9.55,7.59,7.3,8.15,2.56,0,0,1,0,0,0,3,3,5,4,4,2,3,1,43
7,9,86,19,1,8,2,2,4.11,5.75,5.83,6.13,6.68,6.07,9.66,7.04,6.71,7.58,4.79,0,0,1,0,1,0,4,3,5,4,3,1,4,1,86
7,9,75,25,2,8,2,2,4.26,0.0,6.08,5.99,6.73,6.23,9.42,7.11,6.85,7.68,4.57,0,1,1,0,1,0,3,3,5,4,3,1,6,3,31
5,5,69,69,2,7,2,2,4.04,0.0,7.02,6.66,7.55,6.18,10.17,7.55,0.0,7.55,3.95,0,1,0,1,1,0,3,3,5,3,3,1,3,1,69
6,7,71,19,1,7,1,2,4.16,4.29,6.59,6.34,7.17,6.83,9.6,7.4,0.0,7.4,0.0,0,0,1,0,0,1,4,3,5,4,4,1,4,1,32
6,6,45,45,1,5,1,2,3.22,0.0,5.91,5.02,6.25,6.14,7.54,6.25,6.25,6.94,0.0,0,1,1,0,0,1,3,4,3,3,3,1,6,1,45
6,6,45,45,2,6,1,2,3.22,0.0,4.41,3.18,6.58,6.12,7.58,6.58,6.73,7.35,0.0,0,1,1,0,1,0,3,4,3,3,3,1,2,3,45
6,8,99,27,1,5,0,1,3.93,0.0,5.7,6.32,6.8,5.28,8.85,6.82,0.0,6.82,0.0,0,1,0,0,0,1,3,3,3,3,0,1,3,1,99
6,8,85,19,1,5,0,1,4.11,0.0,0.0,6.58,6.58,5.48,8.7,6.63,5.8,6.99,0.0,0,1,1,0,0,1,3,2,4,3,0,1,1,1,85
4,4,103,75,1,5,0,0,3.71,0.0,0.0,6.68,6.68,0.0,8.2,6.68,0.0,6.68,0.0,0,1,0,0,0,0,3,3,2,3,0,1,1,0,0
6,8,95,18,1,5,0,1,4.11,0.0,6.29,5.63,6.71,6.07,8.68,6.71,0.0,6.71,0.0,0,1,0,0,0,1,4,3,5,3,0,3,5,1,23
5,6,85,70,1,4,1,1,4.28,0.0,6.0,5.36,6.61,6.83,8.84,6.66,0.0,6.66,3.26,0,1,1,0,0,1,3,3,5,3,4,1,5,3,59
5,7,95,75,1,7,0,0,4.08,0.0,0.0,6.66,6.66,0.0,9.01,6.66,6.04,7.09,0.0,0,1,1,0,0,0,3,4,4,3,0,1,1,0,0
5,5,58,58,1,7,1,1,4.33,0.0,5.55,5.91,6.44,5.67,8.7,7.0,6.34,7.41,5.2,0,1,1,0,1,0,2,4,5,3,1,2,3,1,58
5,7,95,30,1,5,0,1,4.11,0.0,0.0,6.26,6.26,5.89,8.91,6.82,0.0,6.82,4.51,0,1,0,0,0,1,3,3,3,3,0,1,1,2,91
5,5,67,67,2,7,0,1,4.33,5.09,5.8,6.71,7.05,5.88,9.11,7.05,6.69,7.58,0.0,0,0,1,0,1,0,3,3,4,3,0,1,5,3,67
1,5,73,73,1,4,0,2,4.39,0.0,0.0,0.0,0.0,6.19,9.59,6.6,0.0,6.6,0.0,0,1,0,0,1,0,2,0,1,2,0,0,0,1,73
4,7,130,75,1,6,0,1,4.11,0.0,0.0,5.16,5.16,5.23,8.57,6.72,6.29,7.22,4.82,0,1,0,0,0,1,3,1,5,3,0,1,1,1,130
4,4,105,75,1,6,0,1,3.93,0.0,0.0,6.48,6.48,5.53,9.05,6.48,6.51,7.18,4.01,0,1,0,0,0,1,3,3,3,3,0,1,1,1,105
4,7,115,25,1,5,0,1,3.97,0.0,0.0,5.88,5.88,5.28,8.55,6.51,5.94,6.96,0.0,0,1,0,1,0,1,3,1,3,3,0,1,1,1,115
3,4,90,75,1,6,0,3,4.8,0.0,0.0,6.8,6.8,7.13,9.8,6.8,0.0,6.8,3.04,0,1,1,0,0,1,2,3,3,3,0,1,1,2,31
4,6,105,75,1,5,0,1,4.11,0.0,0.0,6.39,6.39,5.38,9.11,6.07,6.07,6.76,3.43,0,1,0,0,0,1,3,2,5,2,0,2,1,1,105
8,5,17,17,2,5,1,2,4.17,5.23,7.3,4.8,7.38,6.18,8.63,7.41,0.0,7.41,3.99,0,0,0,1,1,0,5,5,5,4,4,4,6,3,17
8,5,18,17,2,5,1,2,3.81,5.23,7.3,4.8,7.38,6.27,8.25,7.41,0.0,7.41,3.99,0,0,0,1,1,0,5,5,5,5,4,4,6,3,18
7,5,21,20,2,5,1,2,3.81,5.16,7.3,4.8,7.37,6.18,8.25,7.41,0.0,7.41,3.99,0,0,0,1,1,0,4,5,5,5,4,4,6,3,21
8,5,21,20,2,5,1,2,3.81,5.16,7.23,5.4,7.37,6.18,8.25,7.41,0.0,7.41,3.99,0,0,0,1,1,0,4,5,5,4,4,4,6,3,21
7,5,29,28,3,7,0,3,4.32,6.51,6.55,7.04,7.52,6.67,10.07,7.62,0.0,7.62,3.85,0,0,0,1,1,0,4,5,5,4,0,2,6,3,29
8,5,23,23,2,7,2,3,3.8,5.0,7.11,5.86,7.36,6.75,9.49,7.43,0.0,7.43,4.09,0,0,0,1,1,0,4,4,5,4,4,1,6,2,23
7,5,29,28,2,8,1,3,4.32,0.0,0.0,6.81,6.81,6.71,9.31,6.81,6.81,7.51,3.5,1,1,0,1,1,0,3,4,5,4,3,2,1,1,29
6,6,48,48,1,6,1,1,4.34,0.0,6.26,6.35,7.0,5.88,9.2,7.02,0.0,7.02,0.0,0,1,1,0,1,0,3,3,3,3,1,3,5,3,48
6,6,48,48,2,6,2,2,4.33,0.0,6.46,5.62,7.09,6.16,9.22,7.15,0.0,7.15,4.43,0,1,1,0,0,1,3,3,3,3,2,1,5,1,45
5,4,49,49,2,8,0,2,4.34,0.0,0.0,0.0,0.0,6.18,9.24,6.84,6.84,7.54,0.0,0,1,1,0,1,0,3,0,3,3,0,0,0,1,49
4,5,34,34,2,6,1,2,4.32,0.0,7.23,5.7,7.43,6.07,9.21,7.43,0.0,7.43,4.8,0,1,0,1,1,0,3,4,4,3,3,1,5,1,34
5,6,60,60,2,7,2,2,4.53,0.0,7.13,4.64,7.31,6.27,12.01,7.39,5.12,7.49,0.0,0,1,1,0,1,0,3,3,5,3,4,4,5,3,60
7,6,39,39,2,6,1,2,3.76,5.83,6.8,5.95,7.15,6.24,8.32,7.31,0.0,7.31,0.0,0,0,1,0,1,0,4,4,4,4,3,3,6,3,39
8,6,49,49,2,10,1,2,4.53,0.0,7.06,0.0,7.36,6.5,9.65,7.97,0.0,7.97,4.29,0,1,1,0,1,0,4,4,3,4,4,3,5,3,49
8,5,19,18,2,8,0,3,4.32,5.56,6.94,6.18,7.33,6.67,9.36,7.34,0.0,7.34,3.3,0,0,0,1,1,0,4,5,5,4,0,4,6,3,18
8,5,18,17,2,7,1,3,4.28,5.83,7.32,4.84,7.4,6.69,9.16,7.41,0.0,7.41,3.81,0,0,0,1,1,0,4,4,5,4,4,4,6,2,17
8,5,18,18,2,6,1,2,4.68,0.0,6.65,5.02,6.83,6.42,9.46,6.83,6.76,7.48,5.26,1,1,0,1,1,0,4,4,5,4,4,3,6,3,18
5,5,19,18,2,6,0,2,4.3,0.0,0.0,5.87,5.87,5.99,9.19,6.57,6.59,7.27,0.0,0,1,0,1,0,0,3,4,4,3,0,1,1,3,18
5,5,19,18,2,7,0,2,4.3,0.0,0.0,5.95,5.95,5.99,9.18,6.63,6.46,7.24,0.0,0,1,0,1,0,0,3,4,4,4,0,1,1,3,18
7,5,17,17,2,6,0,3,4.41,4.11,0.0,6.68,6.68,6.5,9.39,6.68,6.71,7.39,4.17,1,0,0,1,1,0,4,4,5,4,0,3,1,3,17
6,5,36,36,2,8,1,2,4.33,4.86,0.0,7.31,7.31,6.08,9.46,7.31,0.0,7.31,0.0,0,0,1,0,1,0,3,4,5,3,3,1,1,1,36
6,5,39,39,2,7,1,2,3.87,4.89,7.24,0.0,7.38,6.42,9.43,7.41,0.0,7.41,0.0,0,0,1,0,1,0,3,4,3,3,3,1,5,3,39
6,5,39,39,2,6,1,2,4.54,5.43,6.83,5.62,7.14,6.36,9.81,7.14,0.0,7.14,0.0,0,0,1,0,1,0,4,4,5,4,2,3,6,1,39
6,5,37,36,2,5,1,2,4.45,5.39,6.66,6.52,7.29,6.4,9.23,7.32,0.0,7.32,0.0,0,0,1,0,1,0,4,4,5,4,2,3,6,2,37
8,5,22,22,2,7,1,2,4.42,5.33,6.94,6.0,7.27,6.15,9.32,7.27,0.0,7.27,4.56,0,0,0,1,1,0,4,5,5,4,3,3,6,3,22
6,5,26,25,2,6,0,2,4.39,0.0,7.11,6.1,7.42,6.08,8.98,7.42,0.0,7.42,3.97,0,1,0,1,1,0,4,5,5,4,0,2,6,2,26
8,5,22,22,2,10,2,3,4.45,5.42,6.77,6.42,7.3,6.62,9.41,7.3,6.66,7.72,0.0,1,0,0,1,1,0,4,4,5,4,4,4,6,3,22
8,5,18,18,2,7,1,2,4.38,0.0,6.92,6.77,7.54,6.26,9.35,7.46,0.0,7.46,5.62,0,1,0,1,1,0,4,4,5,4,4,3,6,3,18
8,5,20,19,2,7,1,3,4.45,6.51,7.36,5.98,7.58,6.79,9.35,7.58,0.0,7.58,5.58,0,0,0,1,1,0,4,5,5,4,4,3,6,3,20
7,5,28,27,2,8,0,4,4.58,5.3,7.18,3.58,7.2,6.67,9.1,7.2,0.0,7.2,0.0,0,0,0,1,1,0,3,4,5,3,0,4,6,3,28
7,5,28,27,2,8,0,4,4.37,5.3,7.18,3.58,7.2,6.67,8.86,7.2,0.0,7.2,0.0,0,0,0,1,1,0,3,4,5,3,0,4,6,3,28
5,5,18,17,1,5,0,0,4.36,0.0,0.0,7.0,7.0,0.0,9.14,7.0,0.0,7.0,3.97,0,1,0,1,0,0,3,4,5,3,0,1,1,0,0
6,5,28,28,2,4,0,2,3.5,5.29,6.76,5.79,7.08,5.97,8.41,7.08,0.0,7.08,4.81,0,0,0,1,1,0,3,5,5,3,0,1,6,2,28
4,5,61,61,1,6,0,3,5.02,4.6,6.76,4.49,7.09,6.75,9.56,7.09,0.0,7.09,4.79,0,0,1,0,0,0,3,4,4,3,0,3,5,3,61
5,6,50,50,1,6,0,2,3.09,0.0,6.65,5.61,6.95,6.21,8.35,6.95,0.0,6.95,4.62,0,1,0,1,1,0,3,4,4,3,0,1,6,1,50
5,6,49,49,1,4,1,1,3.09,0.0,0.0,5.58,5.58,5.82,7.89,6.42,6.54,7.17,3.22,0,1,0,1,0,0,3,4,3,3,4,2,1,3,49
5,7,49,49,2,6,1,1,3.74,0.0,5.77,5.45,6.31,5.82,7.89,6.83,6.31,7.3,3.3,0,1,0,1,1,0,3,4,3,3,3,1,5,1,49
4,7,52,19,1,5,0,1,3.09,0.0,6.22,3.26,6.27,5.7,7.59,6.27,6.14,6.9,4.62,0,1,1,0,0,0,3,4,4,3,0,3,6,2,52
4,6,52,52,1,4,1,1,3.09,0.0,6.08,3.26,6.14,5.7,7.38,6.27,6.14,6.9,4.62,0,1,1,0,0,0,3,4,3,3,1,4,6,2,52
5,6,57,57,1,6,0,1,4.33,0.0,6.67,5.8,7.02,5.55,9.8,7.06,0.0,7.06,0.0,0,1,1,0,1,0,3,3,5,4,0,1,5,1,57
6,9,55,18,2,6,0,0,3.09,0.0,5.88,5.24,6.3,0.0,7.3,6.3,6.3,7.0,0.0,0,1,1,0,0,0,3,3,5,3,0,1,6,0,0
4,7,53,53,1,3,0,0,3.09,0.0,6.21,4.91,6.45,0.0,7.54,6.45,0.0,6.45,0.0,0,1,1,0,0,0,3,4,4,3,0,3,5,0,0
5,5,71,71,1,4,0,2,4.62,0.0,0.0,6.9,6.9,6.26,9.99,6.9,0.0,6.9,0.0,0,1,1,0,1,0,3,3,5,3,0,1,1,2,71
5,7,42,42,1,4,0,1,4.09,0.0,6.28,5.65,6.71,5.58,8.78,6.71,0.0,6.71,0.0,0,1,1,0,1,0,3,3,5,3,0,1,6,1,42
5,5,41,40,1,5,0,1,3.64,0.0,6.49,5.39,6.78,5.58,8.85,6.83,0.0,6.83,0.0,0,1,1,0,1,0,3,3,3,3,0,1,5,1,41
5,9,43,17,1,5,1,1,4.11,0.0,6.46,5.17,6.71,5.58,8.79,6.71,0.0,6.71,0.0,0,1,1,0,1,0,4,3,5,4,5,1,5,1,43
5,8,43,22,1,4,0,2,4.11,0.0,6.71,0.0,6.71,6.71,8.79,6.71,0.0,6.71,0.0,0,1,0,1,0,1,3,3,5,3,0,1,6,3,40
5,6,43,20,1,6,0,1,4.11,0.0,6.46,5.34,6.74,5.58,8.79,6.74,0.0,6.74,0.0,0,1,1,0,1,0,3,3,4,4,0,1,6,1,43
6,7,85,40,2,7,0,1,4.33,0.0,6.49,5.78,6.89,6.05,9.43,6.89,6.64,7.47,0.0,0,1,1,0,1,0,3,4,5,3,0,2,5,1,36
5,6,41,41,1,6,0,2,4.32,0.0,6.47,5.38,6.76,6.18,9.43,6.79,0.0,6.79,0.0,0,1,1,0,1,0,3,3,3,3,0,1,5,1,41
5,4,56,56,2,7,1,2,4.32,5.45,6.33,3.4,6.67,6.27,9.31,7.06,6.69,7.59,5.25,1,0,1,0,1,0,3,3,5,3,1,3,5,2,56
5,1,125,75,2,7,0,1,4.7,0.0,0.0,6.53,6.53,5.67,10.94,7.05,6.53,7.52,0.0,0,1,0,0,0,1,3,3,5,3,0,1,1,1,125
6,6,54,54,2,7,1,2,4.45,5.71,6.73,6.62,7.37,6.27,9.28,7.37,0.0,7.37,3.81,0,0,1,0,1,0,3,3,3,3,4,1,4,1,54
7,5,55,55,1,5,1,2,4.45,0.0,6.66,6.21,7.15,6.27,9.27,7.15,0.0,7.15,0.0,0,1,1,0,1,0,3,3,3,3,1,4,6,1,55
7,6,52,52,2,8,2,2,4.56,7.02,7.54,5.84,7.71,6.25,9.52,7.71,0.0,7.71,0.0,0,0,1,0,1,0,3,4,5,3,4,4,5,3,52
