Overall Qual,House Age,Full Bath,Garage Cars,Transformed BsmtFin SF 1,Transformed Total Bsmt SF,Transformed Lot Area,Transformed 1st Flr SF,Transformed Gr Liv Area,Bsmt Qual_encoded,Kitchen Qual_encoded
3,95,1,1,0.0,6.57,9.25,6.57,6.57,3,4
5,71,1,1,6.03,6.73,8.59,6.73,6.73,3,4
5,104,1,1,0.0,6.98,8.59,6.98,6.98,3,3
3,96,1,2,0.0,6.57,9.3,6.57,6.57,3,3
4,125,1,1,0.0,6.11,8.85,6.11,6.58,2,2
5,105,1,2,6.71,7.02,9.29,7.03,7.03,3,3
6,110,2,2,5.83,6.5,8.88,6.65,7.38,3,3
4,115,1,2,0.0,6.98,9.29,6.89,7.47,2,3
3,110,1,3,0.0,6.51,9.25,6.54,7.1,3,3
5,125,2,2,6.5,6.86,9.29,7.48,7.79,3,3
5,89,2,2,6.44,6.68,9.29,7.0,7.29,2,4
6,60,2,2,6.47,6.99,9.07,7.19,7.19,3,3
5,59,1,2,6.25,6.93,9.5,6.99,6.99,3,3
6,62,1,1,6.36,6.99,9.23,7.04,7.04,3,3
6,63,1,2,6.4,6.82,9.19,6.99,7.46,3,4
6,63,1,1,6.55,7.04,9.16,7.1,7.1,3,3
5,61,1,1,5.75,6.82,8.96,6.82,6.82,3,3
6,66,1,2,6.49,6.49,9.1,7.09,7.09,3,3
6,66,1,1,6.03,6.76,8.9,6.76,6.76,3,4
5,68,1,1,6.56,6.71,8.87,6.71,6.71,3,3
6,64,2,2,6.82,7.18,9.29,7.48,7.48,3,3
7,66,2,2,0.0,0.0,9.36,7.3,7.3,0,4
7,63,3,2,6.46,7.27,9.81,7.55,7.8,3,3
5,68,1,1,7.15,7.3,9.7,7.38,7.38,3,3
4,75,1,1,6.12,6.81,9.4,6.81,7.33,3,4
4,76,1,0,0.0,6.58,9.29,6.58,7.08,3,3
5,75,1,2,0.0,0.0,8.88,6.95,6.95,0,3
4,75,1,2,0.0,0.0,8.88,6.95,6.95,0,3
5,66,1,1,5.91,6.95,8.93,6.95,6.95,3,3
3,75,2,2,0.0,0.0,9.05,6.95,6.95,0,3
3,76,2,2,0.0,0.0,9.05,6.95,6.95,0,3
3,75,2,2,0.0,0.0,9.05,6.95,6.95,0,3
5,65,2,0,0.0,7.35,9.05,7.35,7.35,3,3
5,66,1,1,5.19,7.05,8.98,7.05,7.05,3,3
5,64,1,1,6.66,7.05,8.85,7.05,7.05,3,3
6,59,1,2,6.24,6.49,8.93,6.49,7.21,3,3
5,63,1,1,6.67,6.83,9.23,6.91,6.91,3,3
7,63,1,2,6.7,6.95,8.91,6.95,6.95,3,3
5,63,1,1,6.15,6.76,8.85,6.76,6.76,3,3
5,63,1,0,6.86,6.93,8.85,6.93,6.93,3,3
5,125,2,2,0.0,6.58,9.2,6.92,7.61,2,3
4,100,1,1,0.0,6.53,9.2,6.7,7.19,3,3
5,77,1,1,5.62,7.1,9.17,7.11,7.42,3,3
4,105,1,1,5.65,7.05,8.62,7.05,7.41,3,2
6,125,1,2,5.95,6.66,9.17,6.85,7.26,3,4
7,100,1,2,2.83,6.59,9.17,6.73,7.4,3,5
7,125,1,2,5.34,6.57,8.77,6.74,7.26,3,3
7,95,1,1,0.0,6.22,8.28,6.22,6.91,3,4
6,95,1,1,0.0,6.7,8.65,6.7,6.7,3,4
4,125,2,2,0.0,6.84,8.95,6.99,7.58,3,2
6,101,1,1,4.97,6.94,8.95,6.94,6.94,3,3
5,100,1,1,0.0,6.74,8.64,6.74,6.74,3,3
5,145,1,1,0.0,6.46,9.11,6.99,7.47,2,5
4,75,1,1,0.0,6.36,8.88,6.76,6.76,3,3
6,105,1,2,0.0,6.48,8.39,6.6,7.02,2,3
3,120,1,1,0.0,6.61,8.94,6.57,7.23,3,3
5,70,1,2,6.36,6.87,8.7,6.87,6.87,3,3
5,101,1,2,0.0,6.71,8.7,6.71,7.36,3,4
3,104,1,1,6.03,6.2,8.97,6.2,6.2,2,3
6,80,1,1,5.74,6.65,9.17,6.79,7.08,2,3
3,70,1,1,5.55,7.06,8.67,7.06,7.06,3,3
3,105,1,1,0.0,6.68,8.66,6.73,6.73,3,2
6,115,2,1,0.0,6.93,9.12,6.81,7.56,2,2
4,125,2,3,0.0,7.0,9.17,7.0,7.48,3,3
7,111,1,2,5.97,6.78,9.29,6.78,7.48,4,3
7,115,2,2,0.0,7.11,8.75,7.11,7.65,3,3
5,125,1,1,0.0,6.29,8.52,6.79,7.27,3,3
7,109,1,1,0.0,6.7,9.09,6.7,7.43,3,3
6,115,1,1,0.0,6.53,8.19,6.53,7.22,3,3
7,105,1,2,0.0,6.39,8.88,6.91,7.47,2,4
6,102,1,1,0.0,7.09,9.34,7.09,7.09,3,3
10,133,2,3,0.0,7.01,10.04,7.33,8.19,3,5
5,105,2,0,0.0,6.44,8.7,6.44,7.13,3,3
5,67,1,2,0.0,6.87,9.19,6.87,6.87,3,3
3,107,1,0,0.0,6.93,8.47,6.93,6.93,3,2
4,84,1,0,5.59,6.67,8.92,6.67,6.67,3,3
6,86,1,1,0.0,6.88,8.77,6.88,7.36,3,2
6,101,1,1,0.0,6.74,9.37,6.93,7.51,3,3
6,78,2,2,5.99,6.91,8.52,6.91,7.42,3,3
5,86,1,2,6.23,6.68,8.96,6.68,7.02,4,3
6,91,1,2,0.0,6.71,8.74,6.71,7.07,3,3
5,89,1,1,0.0,6.8,8.74,6.8,7.2,4,3
3,95,1,1,5.85,6.59,8.72,6.59,7.06,3,3
5,100,1,1,6.19,6.65,8.72,6.92,6.92,3,3
4,78,1,0,0.0,0.0,8.74,6.51,6.82,0,3
5,97,1,1,0.0,6.95,8.74,6.95,7.36,3,3
5,95,1,1,0.0,6.61,8.72,6.61,7.19,3,4
6,100,1,2,5.99,7.01,8.7,7.01,7.01,3,4
5,104,1,1,6.42,6.42,8.7,6.42,6.42,3,3
5,103,1,1,0.0,6.9,8.76,6.96,6.96,3,3
5,100,1,1,0.0,6.71,9.37,6.71,6.71,3,3
6,63,2,2,0.0,7.38,10.41,7.39,7.82,3,3
4,55,1,2,6.67,6.87,9.2,6.87,6.87,3,3
6,115,1,1,0.0,6.19,8.58,6.91,7.4,3,4
4,84,1,0,0.0,6.54,8.32,6.54,6.54,3,2
4,101,2,2,0.0,6.39,9.24,6.73,7.27,3,2
5,115,1,1,0.0,5.98,8.93,6.5,7.19,2,3
5,106,1,0,0.0,6.42,9.11,6.71,6.71,3,4
6,88,2,1,0.0,6.66,9.06,6.66,7.23,3,3
5,87,1,1,0.0,6.69,8.88,6.69,7.22,3,4
3,103,1,1,0.0,6.92,9.19,6.98,6.98,3,3
6,90,1,0,6.2,6.26,8.82,6.26,6.63,3,3
6,95,1,1,5.84,6.89,8.88,6.89,6.89,3,3
5,74,1,1,5.8,6.69,9.42,6.99,7.26,3,3
6,61,2,2,0.0,7.56,9.32,7.56,7.56,3,3
5,75,1,2,0.0,0.0,9.97,7.4,7.4,0,3
5,67,1,1,5.71,6.97,8.84,7.21,7.21,3,4
5,90,1,1,0.0,0.0,9.02,6.94,6.94,0,3
5,89,1,1,0.0,6.72,8.56,6.78,6.78,3,3
7,21,2,1,6.24,6.98,8.61,6.98,6.98,4,3
4,62,1,2,6.31,6.96,9.33,7.23,7.23,3,3
4,58,2,2,0.0,0.0,9.29,7.17,7.17,0,3
6,62,1,1,6.5,6.97,9.04,6.97,6.97,3,3
5,58,1,2,6.66,6.97,9.34,6.97,6.97,3,3
5,59,1,2,5.8,7.06,9.37,7.19,7.19,3,3
6,61,1,1,6.12,6.82,9.25,6.84,6.84,3,3
5,59,1,1,6.65,6.97,9.11,6.97,6.97,3,3
5,57,1,1,6.51,6.96,9.35,7.06,7.06,3,3
6,47,1,2,5.35,6.51,8.97,6.51,7.24,3,3
5,58,1,2,5.27,7.07,9.16,7.29,7.29,3,3
5,57,2,2,6.35,7.29,9.24,7.45,7.45,3,3
6,47,1,2,6.68,6.87,8.88,6.95,6.95,3,3
5,48,2,2,0.0,7.58,9.18,7.58,7.58,4,3
5,48,2,2,6.18,7.58,9.02,7.58,7.58,3,3
5,67,2,2,4.06,6.96,9.52,7.13,7.56,3,4
5,68,2,2,5.13,7.03,9.48,7.5,7.5,3,3
5,70,1,2,5.73,7.48,9.79,7.48,7.48,3,3
5,101,1,1,0.0,6.77,9.77,6.77,6.77,3,2
4,60,0,1,6.48,6.48,9.23,6.87,6.87,3,3
5,69,1,2,6.9,7.08,9.56,7.27,7.27,3,3
7,58,1,2,6.7,7.53,9.92,7.51,7.51,4,3
5,62,1,2,4.65,6.91,9.48,6.91,6.91,4,3
7,72,2,2,6.4,7.17,9.65,7.17,7.74,3,3
5,54,1,2,6.28,6.66,9.29,6.7,6.7,4,3
5,51,1,2,6.64,6.76,9.5,6.8,6.8,3,3
7,45,2,1,5.99,6.07,7.44,6.78,7.44,4,4
7,39,1,2,6.99,7.28,8.57,7.28,7.28,4,4
4,71,1,2,6.68,6.88,9.15,7.21,7.21,3,3
5,83,1,1,5.44,6.68,8.78,6.68,7.05,3,3
5,77,3,1,6.4,6.8,8.96,7.01,7.61,3,5
6,59,2,2,0.0,6.55,9.89,7.36,7.7,4,4
6,97,2,3,0.0,6.51,9.9,7.2,7.61,3,3
6,90,3,2,6.05,7.52,9.89,7.52,8.21,3,4
5,63,2,2,6.42,7.48,9.37,7.35,7.35,3,3
5,73,1,2,0.0,0.0,9.4,7.31,7.31,0,3
5,70,1,1,0.0,6.96,9.26,6.96,6.96,3,4
6,71,2,1,6.1,6.9,9.16,7.1,7.53,3,3
6,72,1,1,6.15,6.91,9.16,6.97,7.38,3,3
5,73,1,1,5.35,6.89,8.77,7.05,7.05,5,3
5,71,1,0,0.0,0.0,9.03,7.03,7.03,0,3
5,77,1,1,0.0,6.7,8.93,6.91,7.28,2,3
6,40,2,2,7.14,7.17,9.32,7.17,7.17,4,4
6,36,2,2,6.31,6.77,9.4,7.18,7.85,4,5
8,32,2,2,5.94,6.66,9.16,6.97,7.56,4,4
6,32,2,4,5.57,7.2,9.11,7.27,7.27,4,4
7,20,2,3,0.0,7.18,9.31,7.18,7.54,4,4
7,20,2,2,5.98,7.1,8.92,7.1,7.1,4,4
7,19,2,2,6.53,7.09,8.91,7.11,7.11,4,4
7,19,2,2,0.0,7.16,8.82,7.17,7.17,4,4
7,20,2,3,3.04,7.39,9.32,7.39,7.39,4,4
7,19,2,2,0.0,7.31,9.1,7.31,7.31,4,4
7,19,2,3,6.14,7.24,9.08,7.24,7.58,4,4
6,19,2,2,7.36,7.52,9.5,7.52,7.52,4,4
7,20,2,2,7.17,7.46,9.36,7.46,7.46,4,4
8,20,2,3,7.02,7.36,9.36,7.37,7.37,5,5
7,20,2,2,0.0,6.85,9.3,6.85,7.5,4,4
7,20,2,2,4.04,7.39,9.14,7.39,7.39,4,4
7,20,2,2,0.0,6.67,9.14,6.67,7.38,4,4
8,33,2,2,6.67,6.81,9.21,6.83,7.56,4,4
5,61,2,2,6.7,7.39,10.51,7.37,7.37,3,3
6,56,1,2,6.84,6.84,9.97,6.9,6.9,3,3
7,50,2,2,6.49,7.34,11.17,7.34,7.34,4,4
6,57,2,2,6.75,7.24,9.39,7.24,7.24,4,3
5,29,1,2,5.7,6.77,9.09,6.82,6.82,4,3
5,29,1,2,0.0,7.0,9.47,7.0,7.0,4,3
6,30,2,2,0.0,6.66,9.43,6.68,7.31,4,4
7,27,2,2,6.74,7.26,9.07,7.26,7.26,4,3
5,30,1,2,6.58,6.9,9.52,6.9,6.9,4,3
7,25,2,2,7.24,7.33,9.12,7.33,7.33,4,4
6,28,2,2,7.09,7.3,9.13,7.31,7.31,4,4
7,26,2,2,7.06,7.37,9.24,7.37,7.37,4,4
7,26,2,2,6.22,6.74,9.13,6.75,7.47,4,4
7,26,2,2,6.8,6.86,9.51,6.86,7.48,4,4
7,23,2,2,6.55,6.82,9.51,6.83,7.53,4,4
7,23,2,2,0.0,6.84,9.55,6.84,7.48,4,4
7,24,2,3,0.0,7.34,9.53,7.34,7.34,4,4
5,49,1,2,6.18,6.82,9.29,6.86,6.86,3,3
6,48,1,1,6.23,6.52,9.03,6.53,7.24,4,3
6,47,2,3,6.39,6.9,9.25,7.16,7.16,3,3
5,56,1,1,6.26,6.88,9.2,6.88,6.88,4,3
5,53,1,1,5.89,6.76,9.17,6.76,6.76,3,3
5,53,1,2,6.8,6.8,9.19,6.8,6.8,3,3
5,53,1,1,6.08,6.76,8.88,6.76,6.76,3,3
6,32,2,2,5.83,6.45,8.19,6.45,7.19,4,3
8,23,2,2,6.84,6.97,9.34,7.0,7.6,4,4
7,23,2,2,6.12,6.72,9.2,6.78,7.47,4,4
6,26,2,2,6.46,6.73,9.16,6.73,7.47,4,3
8,23,1,2,6.77,7.21,9.31,7.21,7.21,4,4
8,24,2,3,0.0,7.47,9.6,7.49,7.49,4,4
7,23,2,2,0.0,6.77,9.07,6.77,7.55,4,4
7,23,2,3,6.89,7.41,9.0,7.41,7.41,4,4
8,26,2,3,6.83,6.99,9.27,6.99,7.7,4,4
7,29,2,2,0.0,6.97,9.98,6.97,7.63,4,4
7,27,2,3,6.68,6.96,9.33,6.98,7.57,4,4
7,30,2,2,6.53,6.84,9.33,6.86,7.6,4,4
7,27,2,2,6.88,7.01,9.19,7.01,7.65,4,4
7,21,2,2,3.22,7.53,9.12,7.52,7.52,4,4
6,22,1,2,6.58,6.74,8.4,6.74,6.74,4,4
6,21,1,2,6.5,6.74,8.4,6.74,6.74,4,4
8,19,2,2,0.0,6.98,9.66,6.98,7.56,4,4
7,22,2,2,6.91,7.24,9.08,7.24,7.24,4,4
7,21,2,2,0.0,6.74,9.42,6.74,7.58,4,4
6,22,2,2,5.83,7.43,9.12,7.44,7.44,4,4
7,19,2,2,0.0,6.75,9.06,6.75,7.46,4,4
7,20,2,2,0.0,6.67,9.04,6.67,7.39,4,4
7,20,2,3,3.22,7.35,9.22,7.35,7.35,4,4
7,21,2,2,0.0,6.76,9.36,6.76,7.45,4,4
7,20,2,2,6.9,7.2,9.08,7.2,7.2,4,4
6,20,2,2,0.0,6.62,9.09,6.62,7.31,4,4
6,20,2,2,0.0,6.59,9.04,6.59,7.28,4,4
7,20,2,2,3.22,7.18,9.08,7.18,7.18,4,4
4,115,2,2,5.16,6.52,9.08,6.63,7.27,4,3
5,66,1,2,5.18,7.29,9.78,7.29,7.29,3,2
4,74,1,2,6.73,6.73,9.09,7.11,7.11,2,3
6,50,2,0,6.88,6.88,8.97,6.92,6.92,4,3
6,50,2,0,6.85,6.85,9.15,6.89,6.89,4,3
5,56,1,1,6.74,7.07,9.69,7.07,7.07,4,3
7,22,2,2,0.0,6.68,8.88,6.69,7.45,4,4
6,23,1,0,6.17,6.82,8.99,6.82,6.82,4,4
7,22,2,2,0.0,7.05,9.31,7.06,7.75,5,4
5,20,1,2,6.31,6.31,8.21,6.98,6.98,4,3
6,20,2,2,6.31,6.31,8.21,6.98,6.98,4,3
6,20,1,2,6.31,6.31,8.21,6.98,6.98,4,3
7,21,2,2,0.0,6.88,7.83,6.88,7.44,4,4
7,21,2,2,0.0,6.88,7.83,6.88,7.44,4,4
6,21,2,2,0.0,6.88,7.83,6.88,7.44,4,4
7,21,2,2,0.0,6.88,7.83,6.88,7.44,4,4
7,21,2,2,0.0,6.88,8.12,6.88,7.44,4,4
4,77,1,1,0.0,6.44,8.85,6.44,6.84,2,3
6,110,2,2,0.0,6.73,8.96,6.74,7.2,2,3
4,101,1,1,0.0,7.0,9.07,7.0,7.42,3,3
5,115,1,0,0.0,6.49,9.04,6.49,7.08,3,3
5,101,1,1,5.97,6.67,9.18,6.86,7.11,3,3
5,70,1,2,5.12,6.76,9.01,6.76,6.76,3,3
4,71,2,2,6.54,6.86,9.68,7.3,7.3,3,3
5,107,1,1,0.0,6.53,9.02,6.53,7.13,3,2
4,103,1,0,0.0,6.76,9.02,6.87,7.25,3,3
4,113,1,1,0.0,6.68,8.73,6.86,7.71,3,3
2,103,1,1,0.0,6.21,9.0,6.21,6.21,3,3
4,115,1,1,0.0,6.42,9.34,6.96,7.15,3,4
5,109,2,0,0.0,6.53,8.87,6.86,7.56,3,3
6,85,1,1,5.96,6.85,9.04,7.08,7.38,3,3
5,87,2,1,6.84,6.97,9.3,6.97,7.35,2,2
6,80,1,1,6.66,6.66,8.77,6.71,7.2,3,3
7,99,1,1,6.05,6.44,8.85,6.61,7.3,3,4
5,111,1,1,0.0,6.62,9.48,6.79,7.49,4,3
6,105,1,1,5.72,6.63,8.5,6.63,7.32,3,3
5,99,2,0,0.0,6.92,8.7,6.92,7.33,3,3
7,106,1,1,0.0,6.71,9.15,6.71,7.4,3,4
7,105,1,1,5.87,6.68,8.93,6.8,7.5,2,3
5,86,2,1,6.47,6.9,9.23,6.9,7.29,3,3
5,84,1,1,5.95,6.72,8.73,6.72,7.16,2,3
7,110,1,3,5.38,6.63,9.16,6.87,7.45,3,4
6,105,1,1,0.0,6.71,9.99,6.85,7.35,3,3
8,96,1,2,0.0,6.68,9.34,6.68,7.33,4,4
5,85,1,1,6.4,6.8,9.43,7.03,7.45,4,3
4,103,1,1,0.0,6.55,9.36,7.07,7.07,2,2
7,89,1,1,5.41,6.93,9.35,6.93,7.63,4,4
7,96,2,2,6.27,6.93,9.01,7.02,7.42,3,3
6,93,2,2,6.22,6.86,9.71,7.07,7.76,4,3
7,93,1,3,0.0,6.46,9.42,6.87,7.38,3,4
6,95,1,2,0.0,6.55,9.56,7.01,7.5,3,3
6,69,1,2,5.69,6.98,9.56,7.5,7.5,3,5
5,48,2,2,7.16,7.27,9.47,7.41,7.41,4,4
5,75,2,1,6.63,7.06,9.66,7.15,7.75,4,3
5,72,1,1,6.74,7.06,9.66,7.2,7.2,3,3
6,56,2,2,7.01,7.52,9.7,7.52,7.52,3,4
5,83,1,1,5.72,6.88,8.89,6.88,6.88,3,3
6,99,1,2,5.93,6.76,8.85,6.76,7.16,3,3
4,100,1,0,0.0,6.07,9.05,6.51,6.51,2,3
4,100,1,1,0.0,6.46,8.86,6.46,6.46,3,2
4,89,1,1,5.66,6.86,9.08,6.86,6.86,3,3
6,68,2,1,0.0,6.88,9.11,6.88,7.4,3,4
4,105,1,1,6.46,6.46,9.31,6.8,7.2,3,3
3,80,1,0,0.0,0.0,9.42,6.59,6.59,0,3
2,76,0,1,3.93,6.18,9.11,6.18,6.18,3,3
5,74,2,0,0.0,6.49,9.11,6.97,7.24,3,3
3,109,1,0,0.0,5.38,9.05,6.36,6.84,2,3
8,20,2,2,7.36,7.36,8.66,7.48,7.48,5,5
8,21,2,2,7.36,7.37,8.25,7.41,7.41,5,4
6,46,2,2,6.66,7.39,10.07,7.39,7.39,4,2
6,47,2,2,0.0,7.42,9.03,7.42,7.42,3,3
8,24,2,2,0.0,7.31,9.12,7.31,7.31,5,4
6,48,1,2,6.88,6.88,9.26,6.91,6.91,4,3
6,50,2,2,6.36,7.03,9.31,7.1,7.1,3,3
7,37,3,3,0.0,7.55,9.31,7.58,7.58,3,3
7,36,2,2,6.87,7.1,10.17,7.12,7.83,4,4
7,39,2,1,0.0,0.0,9.02,7.17,7.17,0,4
6,67,1,2,6.81,7.4,10.82,7.41,7.41,4,3
8,44,2,2,0.0,7.43,9.72,7.44,7.44,4,3
6,38,2,2,6.89,7.01,9.53,7.04,7.04,4,4
7,35,2,2,6.96,7.18,8.99,7.2,7.2,4,3
7,35,2,2,7.1,7.1,9.32,7.17,7.83,4,3
6,25,2,2,7.04,7.23,9.0,7.25,7.25,4,4
8,23,2,3,7.15,7.5,9.57,7.5,7.5,5,4
8,20,2,3,7.21,7.46,9.52,7.58,7.58,5,4
8,20,2,3,7.29,7.53,9.35,7.62,7.62,5,4
9,20,2,3,7.28,7.52,9.36,7.52,7.52,4,5
1,74,1,1,0.0,0.0,10.35,7.38,7.38,0,3
7,28,2,4,7.13,7.16,8.86,7.22,7.22,4,3
6,27,2,2,6.8,7.1,8.41,7.1,7.1,5,3
6,27,2,2,7.09,7.12,8.41,7.2,7.2,5,3
5,19,1,0,0.0,7.04,9.75,7.04,7.04,4,3
5,48,1,1,0.0,5.58,7.89,6.42,7.17,4,3
5,48,2,1,6.31,6.63,7.89,6.83,7.3,3,3
6,52,2,2,6.73,6.85,8.29,7.16,7.83,4,3
5,57,1,1,6.09,6.76,9.23,6.77,6.77,3,3
5,55,2,3,5.01,7.41,9.38,7.41,7.41,3,3
4,55,1,0,6.26,6.45,7.29,6.45,6.45,4,3
4,53,1,1,5.53,6.3,7.3,6.3,7.0,3,3
5,56,1,1,4.79,7.01,9.5,7.22,7.22,3,3
5,55,1,0,6.32,6.45,7.34,6.45,6.45,4,5
4,55,1,1,6.01,6.3,7.34,6.3,7.0,3,3
4,55,1,0,0.0,6.3,7.33,6.3,7.0,3,3
4,55,1,0,0.0,6.3,7.57,6.3,7.0,3,3
4,55,1,1,5.53,6.3,7.55,6.3,7.0,3,3
6,49,2,2,6.84,7.46,9.44,7.46,7.46,3,3
5,49,2,2,7.38,7.46,9.14,7.46,7.46,3,3
5,48,2,2,6.84,7.03,9.76,7.03,7.03,3,3
5,65,1,2,7.11,7.11,9.9,7.11,7.11,3,3
6,41,1,2,6.71,6.91,8.98,6.91,6.91,3,3
5,42,1,2,5.71,6.76,9.09,6.81,6.81,4,3
5,33,1,0,5.82,6.82,9.25,6.88,6.88,4,3
5,51,1,2,6.98,7.24,9.21,7.24,7.24,4,3
7,32,2,3,6.63,6.9,9.17,6.9,7.6,4,3
